,week,day,date,time,h,a,attendance,venue,referee,notes,game_id,h_ftgoals,a_ftgoals,season,season-key,match-key,home_xg,away_xg,round,fthg,ftag,iwh,iwd,iwa,whh,whd,wha,bwh,bwd,bwa,psch,pscd,psca,maxch,maxcd,maxca,maxh,maxd,maxa,avgh,avgd,avga
93,11.0,Sun,2000-12-17,nan,Inter,Brescia,,nan,Paolo Bertini,nan,998916ec,0.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_105,,,,0.0,0.0,1.35,3.8,6.2,1.33,4.0,8.0,,,,,,,,,,,,,,,
94,11.0,Sun,2000-12-17,nan,Hellas-Verona,Milan,,nan,Roberto Rosetti,nan,6bf9070e,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_94,,,,1.0,1.0,3.0,2.8,2.1,3.6,2.87,2.0,,,,,,,,,,,,,,,
95,11.0,Sun,2000-12-17,nan,Lecce,Juventus,,nan,Salvatore Racalbuto,nan,eb35df43,1.0,4.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_160,,,,1.0,4.0,3.3,2.8,1.9,3.5,2.75,2.1,,,,,,,,,,,,,,,
96,11.0,Sun,2000-12-17,nan,Udinese,Fiorentina,,nan,Daniele Tombolini,nan,19f3b755,1.0,3.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_276,,,,1.0,3.0,2.0,2.7,3.2,2.0,2.87,3.6,,,,,,,,,,,,,,,
97,11.0,Sun,2000-12-17,nan,Bologna,Atalanta,,nan,Max Saccani,nan,9b416b80,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_34,,,,0.0,1.0,1.9,2.8,3.3,1.83,3.0,4.0,,,,,,,,,,,,,,,
98,11.0,Sun,2000-12-17,nan,Parma,Vicenza,,nan,Fiorenzo Treossi,nan,362afd6a,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_220,,,,0.0,2.0,1.35,3.8,6.2,1.25,4.5,10.0,,,,,,,,,,,,,,,
99,12.0,Fri,2000-12-22,nan,Roma,Juventus,,nan,Gennaro Borriello,nan,c9abbe08,0.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_262,,,,0.0,0.0,2.0,2.7,3.2,2.1,3.0,3.2,,,,,,,,,,,,,,,
100,12.0,Fri,2000-12-22,nan,Bari,Lazio,,nan,Domenico Messina,nan,8ff5d8f7,1.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_24,,,,1.0,2.0,3.3,2.8,1.9,4.0,3.0,1.83,,,,,,,,,,,,,,,
101,12.0,Sat,2000-12-23,nan,Brescia,Lecce,,nan,Alberto Castellani,nan,448be8af,2.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_59,,,,2.0,2.0,1.9,2.8,3.3,1.9,3.0,3.75,,,,,,,,,,,,,,,
102,12.0,Sat,2000-12-23,nan,Napoli,Parma,,nan,Pierluigi Collina,nan,f48714b3,2.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_198,,,,2.0,2.0,2.45,2.8,2.45,2.5,2.9,2.62,,,,,,,,,,,,,,,
103,12.0,Sat,2000-12-23,nan,Milan,Perugia,,nan,Diego Preschern,nan,92c601e3,1.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_182,,,,1.0,2.0,1.3,4.0,7.0,1.28,4.5,8.0,,,,,,,,,,,,,,,
104,12.0,Sat,2000-12-23,nan,Fiorentina,Hellas-Verona,,nan,Nicola Ayroldi,nan,b1c3fe3e,2.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_72,,,,2.0,0.0,1.45,3.5,5.0,1.4,3.6,7.5,,,,,,,,,,,,,,,
105,12.0,Sat,2000-12-23,nan,Reggina,Vicenza,,nan,Alfredo Trentalange,nan,70505200,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_254,,,,1.0,0.0,2.2,2.9,2.7,2.55,2.9,2.55,,,,,,,,,,,,,,,
106,12.0,Sat,2000-12-23,nan,Udinese,Bologna,,nan,Emilio Pellegrino,nan,2dab5a61,3.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_274,,,,3.0,1.0,1.9,2.8,3.3,1.83,2.87,4.33,,,,,,,,,,,,,,,
107,12.0,Sat,2000-12-23,nan,Atalanta,Inter,,nan,Stefano Farina,nan,a8c7197b,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_5,,,,0.0,1.0,2.3,2.8,2.6,2.37,2.9,2.8,,,,,,,,,,,,,,,
108,13.0,Sat,2001-01-06,nan,Vicenza,Bari,,nan,Domenico Messina,nan,b66644cb,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_290,,,,1.0,0.0,1.7,3.0,4.0,1.8,2.9,4.5,,,,,,,,,,,,,,,
109,13.0,Sat,2001-01-06,nan,Juventus,Fiorentina,,nan,Graziano Cesari,nan,c5454234,3.0,3.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_123,,,,3.0,3.0,1.65,3.1,4.0,1.57,3.25,5.5,,,,,,,,,,,,,,,
110,13.0,Sun,2001-01-07,nan,Lazio,Napoli,,nan,Salvatore Racalbuto,nan,79a484bd,1.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_146,,,,1.0,2.0,1.25,4.3,8.0,1.3,4.33,8.0,,,,,,,,,,,,,,,
111,13.0,Sun,2001-01-07,nan,Milan,Inter,,nan,Pasquale Rodomonti,nan,444c6f0f,2.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_176,,,,2.0,2.0,2.3,2.7,2.7,2.35,2.85,2.85,,,,,,,,,,,,,,,
112,13.0,Sun,2001-01-07,nan,Perugia,Udinese,,nan,Max Saccani,nan,2e48d35a,3.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_236,,,,3.0,1.0,2.2,2.8,2.8,2.25,2.8,3.1,,,,,,,,,,,,,,,
113,13.0,Sun,2001-01-07,nan,Atalanta,Roma,,nan,Roberto Rosetti,nan,63ea2800,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_14,,,,0.0,2.0,2.7,2.7,2.3,3.1,2.75,2.3,,,,,,,,,,,,,,,
114,13.0,Sun,2001-01-07,nan,Parma,Reggina,,nan,Alberto Castellani,nan,cf055250,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_217,,,,0.0,2.0,1.2,4.7,9.0,1.25,4.5,10.0,,,,,,,,,,,,,,,
115,13.0,Sun,2001-01-07,nan,Bologna,Brescia,,nan,Pierpaolo Rossi,nan,5cb35bf2,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_36,,,,1.0,0.0,1.5,3.2,5.0,1.53,3.25,6.0,,,,,,,,,,,,,,,
116,13.0,Sun,2001-01-07,nan,Lecce,Hellas-Verona,,nan,Gianluca Paparesta,nan,7db2f1a5,4.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_158,,,,4.0,2.0,2.0,2.7,3.2,2.0,2.8,3.75,,,,,,,,,,,,,,,
117,14.0,Sat,2001-01-13,nan,Brescia,Perugia,,nan,Gennaro Borriello,nan,6e897782,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_63,,,,1.0,0.0,2.2,2.7,2.9,2.2,2.87,3.1,,,,,,,,,,,,,,,
118,14.0,Sat,2001-01-13,nan,Fiorentina,Milan,,nan,Stefano Farina,nan,1408ffdd,4.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_77,,,,4.0,0.0,2.1,2.7,3.1,2.3,2.8,3.0,,,,,,,,,,,,,,,
119,14.0,Sun,2001-01-14,nan,Hellas-Verona,Napoli,,nan,Emilio Pellegrino,nan,27329f78,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_95,,,,2.0,1.0,2.1,2.8,3.0,2.2,2.8,3.2,,,,,,,,,,,,,,,
120,14.0,Sun,2001-01-14,nan,Udinese,Lazio,,nan,Fiorenzo Treossi,nan,27bf6323,3.0,4.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_280,,,,3.0,4.0,2.8,2.8,2.2,3.0,2.87,2.25,,,,,,,,,,,,,,,
121,14.0,Sun,2001-01-14,nan,Inter,Parma,,nan,Massimo De Santis,nan,a62eb00c,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_113,,,,1.0,1.0,1.9,2.8,3.3,1.85,2.87,4.2,,,,,,,,,,,,,,,
122,14.0,Sun,2001-01-14,nan,Lecce,Vicenza,,nan,Daniele Tombolini,nan,0833175c,3.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_169,,,,3.0,1.0,1.9,2.7,3.4,1.9,2.87,4.0,,,,,,,,,,,,,,,
123,14.0,Sun,2001-01-14,nan,Juventus,Bologna,,nan,Danilo Nucini,nan,a7f740b9,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_121,,,,1.0,0.0,1.45,3.5,5.0,1.33,3.75,9.0,,,,,,,,,,,,,,,
124,14.0,Sun,2001-01-14,nan,Roma,Bari,,nan,Cosimo Bolognino,nan,04098b7e,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_256,,,,1.0,1.0,1.2,4.7,9.0,1.18,5.5,10.0,,,,,,,,,,,,,,,
125,14.0,Sun,2001-01-14,nan,Reggina,Atalanta,,nan,Pierluigi Collina,nan,10728bb0,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_238,,,,1.0,0.0,2.45,2.8,2.45,2.37,2.87,2.8,,,,,,,,,,,,,,,
126,15.0,Sat,2001-01-20,nan,Lazio,Inter,,nan,Domenico Messina,nan,e2366314,2.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_142,,,,2.0,0.0,1.75,3.0,3.8,1.72,3.1,4.5,,,,,,,,,,,,,,,
127,15.0,Sat,2001-01-20,nan,Bologna,Hellas-Verona,,nan,Stefano Braschi,nan,e95b05c6,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_38,,,,1.0,0.0,1.6,3.0,4.5,1.57,3.25,5.5,,,,,,,,,,,,,,,
128,15.0,Sun,2001-01-21,nan,Perugia,Juventus,,nan,Pierluigi Collina,nan,45a363e4,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_228,,,,0.0,1.0,3.3,2.8,1.9,4.0,3.1,1.8,,,,,,,,,,,,,,,
129,15.0,Sun,2001-01-21,nan,Parma,Lecce,,nan,Gianluca Paparesta,nan,b2e41e7a,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_213,,,,1.0,1.0,1.4,3.6,5.5,1.4,3.6,7.5,,,,,,,,,,,,,,,
130,15.0,Sun,2001-01-21,nan,Napoli,Udinese,,nan,Nicola Ayroldi,nan,c04df640,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_202,,,,0.0,1.0,2.0,2.8,3.1,2.15,2.7,3.5,,,,,,,,,,,,,,,
131,15.0,Sun,2001-01-21,nan,Atalanta,Fiorentina,,nan,Diego Preschern,nan,a6ab097f,0.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_3,,,,0.0,0.0,2.5,2.7,2.5,2.62,2.8,2.6,,,,,,,,,,,,,,,
132,15.0,Sun,2001-01-21,nan,Milan,Roma,,nan,Roberto Rosetti,nan,ce6e142d,3.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_184,,,,3.0,2.0,2.2,2.7,2.9,2.3,2.8,3.0,,,,,,,,,,,,,,,
133,15.0,Sun,2001-01-21,nan,Vicenza,Brescia,,nan,Pasquale Rodomonti,nan,3e0af7a9,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_292,,,,1.0,1.0,1.7,3.0,4.0,1.83,2.87,4.33,,,,,,,,,,,,,,,
134,15.0,Sun,2001-01-21,nan,Bari,Reggina,,nan,Fiorenzo Treossi,nan,f0833675,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_30,,,,2.0,1.0,1.9,2.7,3.4,1.8,2.9,4.5,,,,,,,,,,,,,,,
135,16.0,Sat,2001-01-27,nan,Reggina,Perugia,,nan,Stefano Braschi,nan,8a7ce0f0,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_251,,,,0.0,2.0,2.1,2.7,3.1,2.2,2.8,3.2,,,,,,,,,,,,,,,
136,16.0,Sat,2001-01-27,nan,Lecce,Bologna,,nan,Massimo De Santis,nan,8fb2c18b,0.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_155,,,,0.0,0.0,2.1,2.7,3.1,2.2,2.8,3.2,,,,,,,,,,,,,,,
137,16.0,Sun,2001-01-28,nan,Hellas-Verona,Parma,,nan,Stefano Cassarà,nan,c5a7c324,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_96,,,,0.0,2.0,2.4,2.7,2.6,2.62,2.75,2.62,,,,,,,,,,,,,,,
138,16.0,Sun,2001-01-28,nan,Inter,Bari,,nan,Pasquale Rodomonti,nan,73b13f91,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_103,,,,1.0,0.0,1.45,3.5,5.0,1.3,3.75,12.0,,,,,,,,,,,,,,,
139,16.0,Sun,2001-01-28,nan,Udinese,Atalanta,,nan,Emilio Pellegrino,nan,04ec68a6,2.0,4.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_272,,,,2.0,4.0,1.9,2.8,3.3,1.83,2.87,4.33,,,,,,,,,,,,,,,
140,16.0,Sun,2001-01-28,nan,Fiorentina,Lazio,,nan,Salvatore Racalbuto,nan,e98eac6a,1.0,4.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_75,,,,1.0,4.0,2.2,2.7,2.9,2.5,2.9,2.62,,,,,,,,,,,,,,,
141,16.0,Sun,2001-01-28,nan,Roma,Napoli,,nan,Alfredo Trentalange,nan,34eb956c,3.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_266,,,,3.0,0.0,1.35,3.8,6.2,1.28,4.5,8.0,,,,,,,,,,,,,,,
142,16.0,Sun,2001-01-28,nan,Juventus,Vicenza,,nan,Paolo Bertini,nan,42631f73,4.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_135,,,,4.0,0.0,1.2,4.7,9.0,1.25,4.33,11.0,,,,,,,,,,,,,,,
143,16.0,Sun,2001-01-28,nan,Brescia,Milan,,nan,Stefano Farina,nan,ea94ff85,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_60,,,,1.0,1.0,3.2,2.7,2.0,3.5,2.75,2.1,,,,,,,,,,,,,,,
144,17.0,Sat,2001-02-03,nan,Atalanta,Juventus,,nan,Massimo De Santis,nan,4ef3410c,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_6,,,,2.0,1.0,2.9,2.7,2.2,3.1,2.87,2.2,,,,,,,,,,,,,,,
145,17.0,Sat,2001-02-03,nan,Perugia,Hellas-Verona,,nan,Max Saccani,nan,ccc0d255,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_226,,,,1.0,0.0,1.75,3.0,3.8,1.72,2.9,5.0,,,,,,,,,,,,,,,
146,17.0,Sun,2001-02-04,nan,Bologna,Inter,,nan,Domenico Messina,nan,d59a05d1,0.0,3.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_39,,,,0.0,3.0,2.3,2.7,2.7,2.3,2.8,3.0,,,,,,,,,,,,,,,
147,17.0,Sun,2001-02-04,nan,Milan,Reggina,,nan,Pierpaolo Rossi,nan,da29e09a,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_183,,,,1.0,0.0,1.2,4.7,9.0,1.28,4.5,8.0,,,,,,,,,,,,,,,
148,17.0,Sun,2001-02-04,nan,Parma,Roma,,nan,Stefano Farina,nan,1f8c6d1a,1.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_218,,,,1.0,2.0,2.4,2.7,2.6,2.5,2.8,2.7,,,,,,,,,,,,,,,
149,17.0,Sun,2001-02-04,nan,Vicenza,Udinese,,nan,Stefano Braschi,nan,403ef21d,1.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_305,,,,1.0,2.0,2.3,2.8,2.6,2.25,2.87,3.0,,,,,,,,,,,,,,,
150,17.0,Sun,2001-02-04,nan,Napoli,Fiorentina,,nan,Gianluca Paparesta,nan,7af55cac,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_191,,,,1.0,0.0,2.9,2.7,2.2,2.9,3.0,2.25,,,,,,,,,,,,,,,
151,17.0,Sun,2001-02-04,nan,Bari,Brescia,,nan,Cosimo Bolognino,nan,9e225be4,1.0,3.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_19,,,,1.0,3.0,1.8,2.8,3.8,1.83,2.87,4.33,,,,,,,,,,,,,,,
152,17.0,Sun,2001-02-04,nan,Lazio,Lecce,,nan,Gennaro Borriello,nan,21b2863a,3.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_144,,,,3.0,2.0,1.2,4.7,9.0,1.28,4.5,8.0,,,,,,,,,,,,,,,
153,18.0,Sat,2001-02-10,nan,Lazio,Atalanta,,nan,Pierluigi Collina,nan,294170df,0.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_136,,,,0.0,0.0,1.55,3.3,4.5,1.44,3.5,7.0,,,,,,,,,,,,,,,
154,18.0,Sat,2001-02-10,nan,Inter,Reggina,,nan,Tarcisio Serena,nan,629a9529,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_115,,,,1.0,1.0,1.3,4.0,7.0,1.3,4.0,9.5,,,,,,,,,,,,,,,
155,18.0,Sun,2001-02-11,nan,Vicenza,Milan,,nan,Alfredo Trentalange,nan,e6dc5dc9,2.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_299,,,,2.0,0.0,3.2,2.7,2.0,3.2,2.8,2.2,,,,,,,,,,,,,,,
156,18.0,Sun,2001-02-11,nan,Hellas-Verona,Bari,,nan,Emilio Pellegrino,nan,74ab0c2e,3.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_86,,,,3.0,2.0,1.7,3.1,3.8,1.83,3.0,4.0,,,,,,,,,,,,,,,
157,18.0,Sun,2001-02-11,nan,Bologna,Roma,,nan,Salvatore Racalbuto,nan,d8c524bd,1.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_48,,,,1.0,2.0,3.0,2.8,2.1,3.6,2.87,2.0,,,,,,,,,,,,,,,
158,18.0,Sun,2001-02-11,nan,Fiorentina,Parma,,nan,Roberto Rosetti,nan,9491ff3e,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_79,,,,0.0,1.0,1.9,2.8,3.3,2.0,3.0,3.4,,,,,,,,,,,,,,,
159,18.0,Sun,2001-02-11,nan,Juventus,Napoli,,nan,Gennaro Borriello,nan,65df319f,3.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_129,,,,3.0,0.0,1.3,4.0,7.0,1.25,4.5,10.0,,,,,,,,,,,,,,,
160,18.0,Sun,2001-02-11,nan,Lecce,Perugia,,nan,Paolo Bertini,nan,39486b3f,2.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_165,,,,2.0,2.0,2.1,2.7,3.1,2.1,2.87,3.3,,,,,,,,,,,,,,,
161,18.0,Sun,2001-02-11,nan,Brescia,Udinese,,nan,Stefano Cassarà,nan,87dac913,3.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_66,,,,3.0,1.0,2.4,2.6,2.7,2.3,2.8,3.0,,,,,,,,,,,,,,,
162,19.0,Sat,2001-02-17,nan,Milan,Bologna,,nan,Emilio Pellegrino,nan,59847c03,3.0,3.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_172,,,,3.0,3.0,1.45,3.5,5.0,1.5,3.4,6.0,,,,,,,,,,,,,,,
163,19.0,Sat,2001-02-17,nan,Udinese,Hellas-Verona,,nan,Max Saccani,nan,60efa8b4,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_277,,,,2.0,1.0,1.6,3.0,3.5,1.57,3.25,5.5,,,,,,,,,,,,,,,
164,19.0,Sun,2001-02-18,nan,Reggina,Fiorentina,,nan,Stefano Farina,nan,012de8b3,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_242,,,,1.0,1.0,2.5,2.9,2.3,2.4,2.87,2.75,,,,,,,,,,,,,,,
165,19.0,Sun,2001-02-18,nan,Bari,Juventus,,nan,Graziano Cesari,nan,3a4197c0,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_23,,,,0.0,1.0,3.6,3.1,1.75,4.5,2.87,1.8,,,,,,,,,,,,,,,
166,19.0,Sun,2001-02-18,nan,Parma,Brescia,,nan,Gennaro Borriello,nan,58aa3137,3.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_207,,,,3.0,0.0,1.5,3.2,5.0,1.5,3.4,6.0,,,,,,,,,,,,,,,
167,19.0,Sun,2001-02-18,nan,Roma,Lecce,,nan,Domenico Messina,nan,39fb3661,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_264,,,,1.0,0.0,1.25,4.3,8.0,1.4,3.5,8.0,,,,,,,,,,,,,,,
168,19.0,Sun,2001-02-18,nan,Napoli,Inter,,nan,Pasquale Rodomonti,nan,1d0ef451,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_193,,,,1.0,0.0,2.7,2.7,2.3,2.8,2.87,2.4,,,,,,,,,,,,,,,
169,19.0,Sun,2001-02-18,nan,Perugia,Lazio,,nan,Stefano Braschi,nan,c66061a5,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_229,,,,0.0,1.0,3.0,2.8,2.1,3.6,2.87,2.0,,,,,,,,,,,,,,,
170,19.0,Sun,2001-02-18,nan,Atalanta,Vicenza,,nan,Nicola Ayroldi,nan,ceee9bce,1.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_16,,,,1.0,1.0,1.55,3.2,4.8,1.5,3.4,6.0,,,,,,,,,,,,,,,
171,20.0,Sat,2001-02-24,nan,Atalanta,Bari,,nan,Cosimo Bolognino,nan,ae550947,0.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_0,,,,0.0,0.0,1.45,3.5,5.0,1.44,3.5,7.0,,,,,,,,,,,,,,,
172,20.0,Sat,2001-02-24,nan,Fiorentina,Brescia,,nan,Fiorenzo Treossi,nan,101e42ba,2.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_71,,,,2.0,2.0,1.5,3.2,5.0,1.5,3.4,6.0,,,,,,,,,,,,,,,
173,20.0,Sun,2001-02-25,nan,Lazio,Hellas-Verona,,nan,Pierluigi Collina,nan,a6f30ee6,5.0,3.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_141,,,,5.0,3.0,1.25,4.3,8.0,1.22,5.0,9.5,,,,,,,,,,,,,,,
174,20.0,Sun,2001-02-25,nan,Parma,Perugia,,nan,Roberto Rosetti,nan,e72d1958,5.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_216,,,,5.0,0.0,1.55,3.3,4.5,1.57,3.25,5.5,,,,,,,,,,,,,,,
175,20.0,Sun,2001-02-25,nan,Bologna,Napoli,,nan,Alfredo Trentalange,nan,26621167,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_44,,,,2.0,1.0,1.65,3.1,4.0,1.66,3.1,5.0,,,,,,,,,,,,,,,
176,20.0,Sun,2001-02-25,nan,Lecce,Reggina,,nan,Gennaro Borriello,nan,1decc15f,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_166,,,,2.0,1.0,1.7,3.0,4.0,1.66,3.1,5.0,,,,,,,,,,,,,,,
177,20.0,Sun,2001-02-25,nan,Vicenza,Roma,,nan,Graziano Cesari,nan,00e3ab3e,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_304,,,,0.0,2.0,4.0,2.8,1.75,4.5,3.1,1.72,,,,,,,,,,,,,,,
178,20.0,Sun,2001-02-25,nan,Inter,Udinese,,nan,Danilo Nucini,nan,70dbadbb,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_117,,,,2.0,1.0,1.75,3.1,3.6,1.8,3.3,3.75,,,,,,,,,,,,,,,
179,20.0,Sun,2001-02-25,nan,Juventus,Milan,,nan,Stefano Braschi,nan,3e28fbaf,3.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_128,,,,3.0,0.0,1.75,3.0,3.8,1.72,3.2,4.33,,,,,,,,,,,,,,,
180,21.0,Sat,2001-03-03,nan,Brescia,Lazio,,nan,Gianluca Paparesta,nan,080273b6,0.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_58,,,,0.0,1.0,3.3,2.8,1.9,3.6,3.1,1.9,,,,,,,,,,,,,,,
181,21.0,Sat,2001-03-03,nan,Reggina,Bologna,,nan,Daniele Tombolini,nan,5c02f9a4,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_240,,,,2.0,1.0,2.3,2.8,2.6,2.4,2.9,2.75,,,,,,,,,,,,,,,
182,21.0,Sun,2001-03-04,nan,Milan,Parma,,nan,Alfredo Trentalange,nan,4e36817f,2.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_181,,,,2.0,2.0,2.2,2.8,2.8,2.0,3.0,3.4,,,,,,,,,,,,,,,
183,21.0,Sun,2001-03-04,nan,Hellas-Verona,Atalanta,,nan,Diego Preschern,nan,1a5500c3,2.0,1.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_85,,,,2.0,1.0,2.2,2.7,2.9,2.37,2.8,2.87,,,,,,,,,,,,,,,
184,21.0,Sun,2001-03-04,nan,Perugia,Vicenza,,nan,Fiorenzo Treossi,nan,c3b48af9,1.0,0.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_237,,,,1.0,0.0,1.75,3.0,3.8,1.72,3.1,4.5,,,,,,,,,,,,,,,
185,21.0,Sun,2001-03-04,nan,Udinese,Juventus,,nan,Massimo De Santis,nan,1b6d62ce,0.0,2.0,2000-2001,italy_serie-a_2000-2001,italy_serie-a_2000-2001_279,,,,0.0,2.0,2.9,2.8,2.1,3.6,3.1,1.9,,,,,,,,,,,,,,,
